,account_id,district_id,frequency,start_date,end_date
1102,3429,73,"""POPLATEK MESICNE""",931217,1007289
1103,4514,69,"""POPLATEK MESICNE""",931218,1007289
1104,1088,32,"""POPLATEK MESICNE""",931219,1007289
1105,3094,56,"""POPLATEK MESICNE""",931220,1007289
1106,1768,15,"""POPLATEK MESICNE""",931220,1007289
1107,2768,73,"""POPLATEK MESICNE""",931220,1007289
1108,2257,57,"""POPLATEK MESICNE""",931221,1007289
1109,1882,1,"""POPLATEK MESICNE""",931221,1007289
1110,719,30,"""POPLATEK MESICNE""",931221,1007289
1111,5092,74,"""POPLATEK MESICNE""",931221,1007267
1112,3292,1,"""POPLATEK MESICNE""",931221,1007289
1113,3604,75,"""POPLATEK MESICNE""",931222,1007289
1114,2733,76,"""POPLATEK MESICNE""",931222,1007289
1115,3669,76,"""POPLATEK MESICNE""",931222,1007289
1116,1940,52,"""POPLATEK MESICNE""",931222,1007289
1117,3056,55,"""POPLATEK MESICNE""",931222,1007289
1118,1419,33,"""POPLATEK MESICNE""",931222,1007289
1119,2971,76,"""POPLATEK TYDNE""",931223,1007285
1120,1959,62,"""POPLATEK MESICNE""",931224,1007289
1121,3164,33,"""POPLATEK MESICNE""",931224,1007289
1122,3197,1,"""POPLATEK MESICNE""",931225,1007289
1123,2770,42,"""POPLATEK MESICNE""",931225,1007289
1124,7944,59,"""POPLATEK MESICNE""",931227,1007289
1125,1080,55,"""POPLATEK MESICNE""",931227,1007289
1126,6148,74,"""POPLATEK MESICNE""",931227,1007289
1127,2010,1,"""POPLATEK MESICNE""",931227,1007289
1128,3135,72,"""POPLATEK MESICNE""",931227,1007289
1129,1098,47,"""POPLATEK MESICNE""",931228,1007289
1130,100,41,"""POPLATEK MESICNE""",931228,1007289
1131,2913,8,"""POPLATEK MESICNE""",931228,1007289
1132,1153,35,"""POPLATEK MESICNE""",931229,1007289
1133,1635,19,"""POPLATEK MESICNE""",931229,1007289
1134,2842,14,"""POPLATEK MESICNE""",931229,1007289
1135,3759,1,"""POPLATEK MESICNE""",931229,1007289
1136,3594,29,"""POPLATEK MESICNE""",931230,1007263
1137,2778,38,"""POPLATEK MESICNE""",931230,1007289
1138,2161,15,"""POPLATEK TYDNE""",931230,1007289
1139,2789,14,"""POPLATEK MESICNE""",940101,1007289
1140,1552,18,"""POPLATEK MESICNE""",940102,1007289
1141,628,72,"""POPLATEK MESICNE""",940103,1007289
1142,1458,29,"""POPLATEK MESICNE""",940103,1007289
1143,2673,34,"""POPLATEK MESICNE""",940104,1007289
1144,1788,1,"""POPLATEK MESICNE""",940104,1007289
1145,1193,29,"""POPLATEK MESICNE""",940105,1007289
1146,969,19,"""POPLATEK MESICNE""",940108,1007289
1147,1512,1,"""POPLATEK MESICNE""",940108,1007289
1148,3997,62,"""POPLATEK MESICNE""",940113,1007289
1149,2179,1,"""POPLATEK TYDNE""",940114,1007289
1150,1164,35,"""POPLATEK MESICNE""",940114,1007289
1151,4774,66,"""POPLATEK MESICNE""",940114,1007289
1152,4413,74,"""POPLATEK TYDNE""",940115,1007289
1153,1824,52,"""POPLATEK MESICNE""",940117,1007289
1154,1231,7,"""POPLATEK MESICNE""",940118,1007289
1155,2664,58,"""POPLATEK MESICNE""",940120,1007289
1156,1627,1,"""POPLATEK MESICNE""",940120,1007289
1157,9104,10,"""POPLATEK MESICNE""",940121,1007289
1158,2326,70,"""POPLATEK MESICNE""",940124,1007289
1159,4356,47,"""POPLATEK MESICNE""",940126,1007289
1160,3667,55,"""POPLATEK MESICNE""",940126,1007289
1161,742,77,"""POPLATEK MESICNE""",940128,1007289
1162,2538,42,"""POPLATEK MESICNE""",940130,1007289
1163,127,29,"""POPLATEK MESICNE""",940202,1007289
1164,726,76,"""POPLATEK MESICNE""",940203,1007289
1165,4907,42,"""POPLATEK MESICNE""",940206,1007289
1166,2628,64,"""POPLATEK PO OBRATU""",940206,1007289
1167,3898,70,"""POPLATEK MESICNE""",940207,1007289
1168,6472,61,"""POPLATEK MESICNE""",940208,1007289
1169,1770,65,"""POPLATEK MESICNE""",940208,1007289
1170,2472,60,"""POPLATEK MESICNE""",940208,1007289
1171,1159,49,"""POPLATEK MESICNE""",940209,1007289
1172,4418,66,"""POPLATEK MESICNE""",940209,1007289
1173,1470,19,"""POPLATEK MESICNE""",940210,1007289
1174,1813,47,"""POPLATEK MESICNE""",940211,1007289
1175,4416,14,"""POPLATEK MESICNE""",940212,1007289
1176,2315,75,"""POPLATEK MESICNE""",940213,1007289
1177,3876,69,"""POPLATEK MESICNE""",940213,1007289
1178,4329,1,"""POPLATEK MESICNE""",940217,1007289
1179,3184,1,"""POPLATEK MESICNE""",940218,1007289
1180,370,25,"""POPLATEK MESICNE""",940218,1007289
1181,1317,56,"""POPLATEK MESICNE""",940218,1007289
1182,2675,1,"""POPLATEK MESICNE""",940219,1007188
1183,3840,76,"""POPLATEK MESICNE""",940219,1007289
1184,4009,56,"""POPLATEK MESICNE""",940220,1007289
1185,3886,1,"""POPLATEK MESICNE""",940220,1007289
1186,3445,1,"""POPLATEK MESICNE""",940222,1007289
1187,2482,1,"""POPLATEK MESICNE""",940223,1007289
1188,2361,28,"""POPLATEK MESICNE""",940225,1007289
1189,974,29,"""POPLATEK MESICNE""",940225,1007289
1190,2959,8,"""POPLATEK MESICNE""",940225,1007289
1191,1880,76,"""POPLATEK MESICNE""",940225,1007289
1192,3355,70,"""POPLATEK MESICNE""",940226,1007289
1193,2501,30,"""POPLATEK MESICNE""",940226,1007289
1194,1073,73,"""POPLATEK MESICNE""",940227,1007289
1195,8558,1,"""POPLATEK PO OBRATU""",940227,1007289
1196,3101,1,"""POPLATEK MESICNE""",940227,1007289
1197,2568,17,"""POPLATEK MESICNE""",940302,1007289
1198,1169,49,"""POPLATEK PO OBRATU""",940302,1007289
1199,3684,23,"""POPLATEK MESICNE""",940304,1007289
1200,1406,50,"""POPLATEK MESICNE""",940304,1007289
1201,71,1,"""POPLATEK MESICNE""",940305,1007289
1202,3528,10,"""POPLATEK MESICNE""",940305,1007289
1203,3405,36,"""POPLATEK MESICNE""",940307,1007289
1204,6118,1,"""POPLATEK TYDNE""",940307,1007289
1205,2382,59,"""POPLATEK MESICNE""",940308,1007289
1206,1570,1,"""POPLATEK MESICNE""",940312,1007289
1207,1511,51,"""POPLATEK PO OBRATU""",940313,1007289
1208,1237,9,"""POPLATEK MESICNE""",940313,1007289
1209,3307,30,"""POPLATEK MESICNE""",940313,1007289
1210,3378,55,"""POPLATEK MESICNE""",940314,1007289
1211,989,19,"""POPLATEK MESICNE""",940314,1007289
1212,3253,71,"""POPLATEK PO OBRATU""",940315,1007289
1213,1626,3,"""POPLATEK MESICNE""",940315,1007289
1214,289,1,"""POPLATEK MESICNE""",940317,1007289
1215,1987,54,"""POPLATEK MESICNE""",940317,1007289
1216,817,5,"""POPLATEK MESICNE""",940318,1007289
1217,2228,34,"""POPLATEK MESICNE""",940319,1007289
1218,904,1,"""POPLATEK MESICNE""",940320,1007289
1219,3824,41,"""POPLATEK MESICNE""",940320,1007289
1220,3599,63,"""POPLATEK MESICNE""",940320,1007289
1221,22,1,"""POPLATEK MESICNE""",940323,1007289
1222,470,64,"""POPLATEK MESICNE""",940323,1007289
1223,1273,37,"""POPLATEK MESICNE""",940325,1007289
1224,237,50,"""POPLATEK MESICNE""",940325,1007289
1225,59,43,"""POPLATEK MESICNE""",940327,1007289
1226,572,32,"""POPLATEK MESICNE""",940327,1007289
1227,1269,52,"""POPLATEK MESICNE""",940328,1007289
1228,855,1,"""POPLATEK MESICNE""",940328,1007289
1229,3183,45,"""POPLATEK MESICNE""",940401,1007289
1230,1969,5,"""POPLATEK MESICNE""",940402,1007289
1231,2799,54,"""POPLATEK TYDNE""",940403,1007289
1232,1042,43,"""POPLATEK MESICNE""",940403,1007289
1233,1158,50,"""POPLATEK MESICNE""",940403,1007289
1234,2713,26,"""POPLATEK MESICNE""",940403,1007289
1235,740,28,"""POPLATEK MESICNE""",940404,1007167
1236,493,26,"""POPLATEK MESICNE""",940405,1007289
1237,2067,76,"""POPLATEK MESICNE""",940407,1007289
1238,3804,7,"""POPLATEK MESICNE""",940407,1007289
1239,4259,66,"""POPLATEK MESICNE""",940408,1007289
1240,2886,1,"""POPLATEK MESICNE""",940408,1007289
1241,761,43,"""POPLATEK MESICNE""",940409,1007172
1242,1918,24,"""POPLATEK MESICNE""",940410,1007289
1243,3036,10,"""POPLATEK MESICNE""",940410,1007188
1244,3259,1,"""POPLATEK MESICNE""",940411,1007289
1245,4408,71,"""POPLATEK TYDNE""",940411,1007289
1246,2009,17,"""POPLATEK MESICNE""",940414,1007289
1247,1194,1,"""POPLATEK MESICNE""",940415,1007289
1248,3718,63,"""POPLATEK MESICNE""",940416,1007289
1249,3201,4,"""POPLATEK MESICNE""",940417,1007289
1250,460,1,"""POPLATEK MESICNE""",940418,1007289
1251,784,59,"""POPLATEK MESICNE""",940419,1007289
1252,3714,2,"""POPLATEK TYDNE""",940421,1007289
1253,2154,63,"""POPLATEK MESICNE""",940421,1007289
1254,1256,38,"""POPLATEK MESICNE""",940421,1007289
1255,1353,51,"""POPLATEK MESICNE""",940421,1007289
1256,1820,10,"""POPLATEK MESICNE""",940422,1007289
1257,2494,74,"""POPLATEK MESICNE""",940423,1007289
1258,2399,1,"""POPLATEK MESICNE""",940426,1007289
1259,343,18,"""POPLATEK MESICNE""",940426,1007289
1260,575,38,"""POPLATEK MESICNE""",940426,1007289
1261,900,48,"""POPLATEK MESICNE""",940426,1007289
1262,1467,37,"""POPLATEK MESICNE""",940427,1007289
1263,31,68,"""POPLATEK MESICNE""",940427,1007188
1264,1375,19,"""POPLATEK MESICNE""",940427,1007289
1265,1371,1,"""POPLATEK MESICNE""",940427,1007289
1266,844,53,"""POPLATEK MESICNE""",940428,1007289
1267,908,62,"""POPLATEK MESICNE""",940429,1007289
1268,3134,48,"""POPLATEK MESICNE""",940429,1007289
1269,2092,1,"""POPLATEK MESICNE""",940429,1007289
1270,3747,1,"""POPLATEK MESICNE""",940501,1007289
1271,277,32,"""POPLATEK PO OBRATU""",940501,1007289
1272,3595,30,"""POPLATEK MESICNE""",940501,1007289
1273,2511,40,"""POPLATEK MESICNE""",940501,1007289
1274,1388,29,"""POPLATEK MESICNE""",940502,1007289
1275,4245,52,"""POPLATEK MESICNE""",940502,1007289
1276,3838,3,"""POPLATEK MESICNE""",940502,1007289
1277,543,64,"""POPLATEK MESICNE""",940503,1007289
1278,3653,31,"""POPLATEK MESICNE""",940503,1007289
1279,524,61,"""POPLATEK MESICNE""",940503,1007289
1280,82,26,"""POPLATEK MESICNE""",940503,1007289
1281,3912,2,"""POPLATEK MESICNE""",940504,1007289
1282,1949,41,"""POPLATEK MESICNE""",940504,1007289
1283,1865,1,"""POPLATEK MESICNE""",940504,1007289
1284,451,11,"""POPLATEK MESICNE""",940505,1007268
1285,50,1,"""POPLATEK MESICNE""",940506,1007289
1286,1184,14,"""POPLATEK MESICNE""",940506,1007289
1287,363,1,"""POPLATEK MESICNE""",940506,1007289
1288,2454,8,"""POPLATEK MESICNE""",940507,1007289
1289,2847,75,"""POPLATEK MESICNE""",940508,1007289
1290,2740,14,"""POPLATEK MESICNE""",940508,1007289
1291,1871,48,"""POPLATEK MESICNE""",940510,1007289
1292,8405,20,"""POPLATEK MESICNE""",940510,1007289
1293,266,47,"""POPLATEK MESICNE""",940511,1007289
1294,1879,10,"""POPLATEK MESICNE""",940513,1007289
1295,2259,64,"""POPLATEK MESICNE""",940514,1007289
1296,609,63,"""POPLATEK MESICNE""",940515,1007289
1297,9750,74,"""POPLATEK MESICNE""",940516,1007289
1298,2375,29,"""POPLATEK MESICNE""",940516,1007289
1299,216,38,"""POPLATEK MESICNE""",940516,1007289
1300,56,50,"""POPLATEK MESICNE""",940516,1007289
1301,7824,60,"""POPLATEK MESICNE""",940517,1007289
1302,649,69,"""POPLATEK TYDNE""",940517,1007289
1303,2996,54,"""POPLATEK MESICNE""",940517,1007289
1304,1509,51,"""POPLATEK MESICNE""",940519,1007289
1305,2170,1,"""POPLATEK PO OBRATU""",940519,1007289
1306,2001,75,"""POPLATEK MESICNE""",940519,1007289
1307,2903,38,"""POPLATEK MESICNE""",940519,1007289
1308,3717,56,"""POPLATEK MESICNE""",940520,1007289
1309,4195,67,"""POPLATEK MESICNE""",940521,1007289
1310,2496,51,"""POPLATEK MESICNE""",940521,1007289
1311,9583,31,"""POPLATEK TYDNE""",940522,1007289
1312,3636,21,"""POPLATEK MESICNE""",940522,1007289
1313,1826,5,"""POPLATEK MESICNE""",940522,1007289
1314,2227,31,"""POPLATEK TYDNE""",940522,1007289
1315,2749,1,"""POPLATEK MESICNE""",940523,1007289
1316,535,35,"""POPLATEK MESICNE""",940524,1007289
1317,4066,72,"""POPLATEK MESICNE""",940524,1007289
1318,2662,71,"""POPLATEK MESICNE""",940524,1007289
1319,1053,57,"""POPLATEK MESICNE""",940525,1007289
1320,11333,8,"""POPLATEK MESICNE""",940526,1007289
1321,1838,68,"""POPLATEK MESICNE""",940526,1007289
1322,3037,44,"""POPLATEK MESICNE""",940526,1007188
1323,3372,23,"""POPLATEK MESICNE""",940526,1007289
1324,985,32,"""POPLATEK MESICNE""",940529,1007289
1325,6924,74,"""POPLATEK MESICNE""",940601,1007289
1326,3484,22,"""POPLATEK MESICNE""",940601,1007289
1327,700,20,"""POPLATEK MESICNE""",940601,1007289
1328,3289,1,"""POPLATEK MESICNE""",940602,1007289
1329,2638,5,"""POPLATEK MESICNE""",940602,1007289
1330,8316,70,"""POPLATEK MESICNE""",940604,1007289
1331,1634,77,"""POPLATEK MESICNE""",940604,1007289
1332,4825,15,"""POPLATEK MESICNE""",940604,1007289
1333,3650,8,"""POPLATEK MESICNE""",940605,1007289
1334,10942,44,"""POPLATEK TYDNE""",940605,1007289
1335,2922,16,"""POPLATEK MESICNE""",940606,1007270
1336,693,2,"""POPLATEK MESICNE""",940606,1007289
1337,2260,1,"""POPLATEK MESICNE""",940607,1007289
1338,538,70,"""POPLATEK MESICNE""",940607,1007289
1339,548,16,"""POPLATEK MESICNE""",940607,1007289
1340,941,8,"""POPLATEK MESICNE""",940608,1007289
1341,2155,58,"""POPLATEK MESICNE""",940608,1007289
1342,4519,8,"""POPLATEK MESICNE""",940608,1007172
1343,3539,42,"""POPLATEK MESICNE""",940608,1007289
1344,6511,72,"""POPLATEK MESICNE""",940610,1007289
1345,2569,2,"""POPLATEK MESICNE""",940610,1007289
1346,43,36,"""POPLATEK MESICNE""",940612,1007289
1347,1047,46,"""POPLATEK MESICNE""",940613,1007289
1348,3479,22,"""POPLATEK MESICNE""",940614,1007289
1349,2868,1,"""POPLATEK MESICNE""",940615,1007289
1350,4328,72,"""POPLATEK MESICNE""",940617,1007289
1351,5628,61,"""POPLATEK MESICNE""",940617,1007289
1352,3160,22,"""POPLATEK MESICNE""",940619,1007289
1353,1856,26,"""POPLATEK MESICNE""",940619,1007289
1354,154,46,"""POPLATEK MESICNE""",940621,1007289
1355,3030,65,"""POPLATEK MESICNE""",940622,1007289
1356,1938,1,"""POPLATEK MESICNE""",940625,1007289
1357,1870,10,"""POPLATEK MESICNE""",940625,1007289
1358,3275,74,"""POPLATEK MESICNE""",940629,1007289
1359,8492,2,"""POPLATEK MESICNE""",940629,1007289
1360,10093,1,"""POPLATEK TYDNE""",940701,1007289
1361,3805,9,"""POPLATEK MESICNE""",940702,1007289
1362,200,17,"""POPLATEK MESICNE""",940703,1007289
1363,2471,6,"""POPLATEK MESICNE""",940703,1007289
1364,352,39,"""POPLATEK MESICNE""",940704,1007289
1365,1291,1,"""POPLATEK MESICNE""",940704,1007289
1366,161,28,"""POPLATEK MESICNE""",940704,1007289
1367,711,70,"""POPLATEK MESICNE""",940706,1007289
1368,964,26,"""POPLATEK MESICNE""",940708,1007289
1369,1012,65,"""POPLATEK MESICNE""",940709,1007289
1370,4276,43,"""POPLATEK MESICNE""",940709,1007289
1371,901,60,"""POPLATEK MESICNE""",940710,1007289
1372,7765,52,"""POPLATEK TYDNE""",940710,1007289
1373,90,1,"""POPLATEK MESICNE""",940713,1007289
1374,5574,13,"""POPLATEK TYDNE""",940714,1007289
1375,741,54,"""POPLATEK MESICNE""",940714,1007289
1376,2819,35,"""POPLATEK MESICNE""",940716,1007289
1377,478,58,"""POPLATEK MESICNE""",940716,1007289
1378,2615,68,"""POPLATEK MESICNE""",940717,1007289
1379,3503,1,"""POPLATEK MESICNE""",940717,1007289
1380,3921,18,"""POPLATEK MESICNE""",940717,1007289
1381,662,21,"""POPLATEK MESICNE""",940718,1007289
1382,2654,56,"""POPLATEK MESICNE""",940721,1007289
1383,9627,65,"""POPLATEK PO OBRATU""",940722,1007289
1384,2470,16,"""POPLATEK MESICNE""",940723,1007289
1385,427,8,"""POPLATEK MESICNE""",940724,1007289
1386,709,19,"""POPLATEK MESICNE""",940725,1007289
1387,629,31,"""POPLATEK MESICNE""",940725,1007289
1388,2606,1,"""POPLATEK MESICNE""",940727,1007289
1389,6738,62,"""POPLATEK MESICNE""",940728,1007289
1390,2912,74,"""POPLATEK MESICNE""",940730,1007289
1391,4995,20,"""POPLATEK TYDNE""",940801,1007289
1392,1022,33,"""POPLATEK TYDNE""",940801,1007289
1393,1797,24,"""POPLATEK MESICNE""",940801,1007289
1394,3497,76,"""POPLATEK MESICNE""",940802,1007289
1395,1848,1,"""POPLATEK MESICNE""",940804,1007289
1396,582,12,"""POPLATEK MESICNE""",940805,1007289
1397,3167,18,"""POPLATEK MESICNE""",940808,1007289
1398,1579,57,"""POPLATEK MESICNE""",940809,1007289
1399,610,74,"""POPLATEK MESICNE""",940811,1007289
1400,3536,24,"""POPLATEK MESICNE""",940811,1007289
1401,1017,14,"""POPLATEK MESICNE""",940811,1007289
1402,3017,75,"""POPLATEK MESICNE""",940812,1007289
1403,3112,38,"""POPLATEK MESICNE""",940812,1007289
1404,1360,71,"""POPLATEK MESICNE""",940814,1007289
1405,2747,1,"""POPLATEK MESICNE""",940814,1007289
1406,9192,1,"""POPLATEK MESICNE""",940816,1007270
1407,1398,62,"""POPLATEK MESICNE""",940818,1007283
1408,1246,58,"""POPLATEK MESICNE""",940818,1007289
1409,1592,38,"""POPLATEK MESICNE""",940818,1007289
1410,3728,10,"""POPLATEK MESICNE""",940818,1007289
1411,4131,5,"""POPLATEK MESICNE""",940819,1007289
1412,377,70,"""POPLATEK MESICNE""",940819,1007289
1413,1911,68,"""POPLATEK MESICNE""",940821,1007289
1414,635,21,"""POPLATEK MESICNE""",940821,1007289
1415,3625,3,"""POPLATEK MESICNE""",940822,1007289
1416,3425,70,"""POPLATEK MESICNE""",940824,1007289
1417,1327,65,"""POPLATEK MESICNE""",940824,1007289
1418,8776,64,"""POPLATEK MESICNE""",940824,1007289
1419,2798,70,"""POPLATEK MESICNE""",940824,1007289
1420,2401,16,"""POPLATEK MESICNE""",940826,1007289
1421,3612,70,"""POPLATEK MESICNE""",940827,1007289
1422,4580,9,"""POPLATEK MESICNE""",940827,1007289
1423,3226,65,"""POPLATEK MESICNE""",940828,1007289
1424,7523,63,"""POPLATEK MESICNE""",940829,1007289
1425,3533,74,"""POPLATEK MESICNE""",940829,1007289
1426,422,53,"""POPLATEK TYDNE""",940829,1007289
1427,3608,72,"""POPLATEK TYDNE""",940830,1007289
1428,1105,55,"""POPLATEK MESICNE""",940901,1007289
1429,2596,1,"""POPLATEK MESICNE""",940902,1007289
1430,9006,40,"""POPLATEK TYDNE""",940902,1007289
1431,3579,53,"""POPLATEK MESICNE""",940902,1007289
1432,710,25,"""POPLATEK MESICNE""",940902,1007289
1433,7546,43,"""POPLATEK MESICNE""",940903,1007289
1434,1766,28,"""POPLATEK MESICNE""",940903,1007289
1435,1292,3,"""POPLATEK MESICNE""",940903,1007289
1436,3797,64,"""POPLATEK MESICNE""",940903,1007169
1437,3478,30,"""POPLATEK MESICNE""",940904,1007289
1438,8899,1,"""POPLATEK TYDNE""",940905,1007289
1439,1975,19,"""POPLATEK MESICNE""",940907,1007289
1440,3049,61,"""POPLATEK MESICNE""",940908,1007289
1441,3730,17,"""POPLATEK MESICNE""",940908,1007289
1442,1714,72,"""POPLATEK MESICNE""",940908,1007289
1443,518,74,"""POPLATEK MESICNE""",940909,1007289
1444,6321,1,"""POPLATEK MESICNE""",940910,1007266
1445,3926,72,"""POPLATEK MESICNE""",940911,1007289
1446,1878,52,"""POPLATEK TYDNE""",940913,1007289
1447,3712,3,"""POPLATEK MESICNE""",940913,1007289
1448,2030,51,"""POPLATEK MESICNE""",940913,1007289
1449,3869,72,"""POPLATEK MESICNE""",940913,1007289
1450,1908,20,"""POPLATEK MESICNE""",940913,1007289
1451,3142,2,"""POPLATEK MESICNE""",940914,1007289
1452,1301,18,"""POPLATEK MESICNE""",940915,1007289
1453,3288,54,"""POPLATEK MESICNE""",940915,1007289
1454,318,36,"""POPLATEK MESICNE""",940916,1007289
1455,3336,51,"""POPLATEK MESICNE""",940919,1007289
1456,1653,1,"""POPLATEK MESICNE""",940919,1007289
1457,577,29,"""POPLATEK MESICNE""",940920,1007289
1458,2960,19,"""POPLATEK MESICNE""",940920,1007289
1459,2267,54,"""POPLATEK TYDNE""",940920,1007289
1460,1989,48,"""POPLATEK MESICNE""",940921,1007289
1461,1352,1,"""POPLATEK MESICNE""",940923,1007289
1462,851,15,"""POPLATEK MESICNE""",940923,1007289
1463,716,47,"""POPLATEK MESICNE""",940925,1007289
1464,3555,32,"""POPLATEK MESICNE""",940926,1007289
1465,6,51,"""POPLATEK MESICNE""",940927,1007289
1466,1828,1,"""POPLATEK MESICNE""",940928,1007289
1467,1333,21,"""POPLATEK MESICNE""",940929,1007289
1468,11359,61,"""POPLATEK MESICNE""",941001,1007289
1469,3457,54,"""POPLATEK MESICNE""",941001,1007289
1470,2627,76,"""POPLATEK MESICNE""",941002,1007289
1471,2025,19,"""POPLATEK MESICNE""",941002,1007289
1472,3975,20,"""POPLATEK MESICNE""",941002,1007289
1473,2905,74,"""POPLATEK MESICNE""",941003,1007289
1474,3827,1,"""POPLATEK MESICNE""",941004,1007289
1475,939,55,"""POPLATEK MESICNE""",941004,1007289
1476,1421,71,"""POPLATEK MESICNE""",941005,1007289
1477,1934,46,"""POPLATEK MESICNE""",941005,1007289
1478,3878,23,"""POPLATEK MESICNE""",941007,1007289
1479,2363,47,"""POPLATEK MESICNE""",941007,1007289
1480,1559,14,"""POPLATEK MESICNE""",941008,1007289
1481,2195,73,"""POPLATEK MESICNE""",941008,1007289
1482,1205,73,"""POPLATEK MESICNE""",941008,1007289
1483,2059,37,"""POPLATEK MESICNE""",941008,1007289
1484,2333,45,"""POPLATEK MESICNE""",941008,1007289
1485,3074,74,"""POPLATEK TYDNE""",941008,1007289
1486,2840,15,"""POPLATEK MESICNE""",941009,1007289
1487,2430,3,"""POPLATEK MESICNE""",941009,1007289
1488,2463,56,"""POPLATEK MESICNE""",941011,1007289
1489,3860,4,"""POPLATEK MESICNE""",941011,1007289
1490,2788,54,"""POPLATEK MESICNE""",941012,1007289
1491,8127,37,"""POPLATEK MESICNE""",941013,1007289
1492,596,31,"""POPLATEK MESICNE""",941013,1007289
1493,3622,53,"""POPLATEK MESICNE""",941015,1007289
1494,1312,23,"""POPLATEK MESICNE""",941015,1007289
1495,2742,23,"""POPLATEK MESICNE""",941015,1007289
1496,654,63,"""POPLATEK MESICNE""",941016,1007289
1497,4283,39,"""POPLATEK MESICNE""",941016,1007289
1498,2924,56,"""POPLATEK MESICNE""",941016,1007271
1499,3756,39,"""POPLATEK TYDNE""",941017,1007289
1500,2790,1,"""POPLATEK MESICNE""",941018,1007289
1501,67,16,"""POPLATEK MESICNE""",941019,1007289
1502,2949,1,"""POPLATEK MESICNE""",941021,1007289
1503,3849,75,"""POPLATEK MESICNE""",941021,1007289
1504,5422,66,"""POPLATEK MESICNE""",941022,1007289
1505,988,10,"""POPLATEK MESICNE""",941022,1007289
1506,3058,44,"""POPLATEK MESICNE""",941023,1007289
1507,1958,40,"""POPLATEK MESICNE""",941024,1007289
1508,1441,50,"""POPLATEK MESICNE""",941025,1007289
1509,1109,66,"""POPLATEK MESICNE""",941027,1007289
1510,2536,41,"""POPLATEK MESICNE""",941028,1007289
1511,1295,15,"""POPLATEK MESICNE""",941028,1007289
1512,3419,1,"""POPLATEK MESICNE""",941029,1007289
1513,1993,68,"""POPLATEK MESICNE""",941030,1007289
1514,1076,1,"""POPLATEK MESICNE""",941030,1007289
1515,960,4,"""POPLATEK PO OBRATU""",941102,1007289
1516,201,63,"""POPLATEK MESICNE""",941102,1007289
1517,1168,29,"""POPLATEK MESICNE""",941103,1007289
1518,2365,42,"""POPLATEK MESICNE""",941104,1007289
1519,973,54,"""POPLATEK MESICNE""",941105,1007289
1520,3663,67,"""POPLATEK MESICNE""",941106,1007289
1521,3576,58,"""POPLATEK MESICNE""",941107,1007289
1522,4082,49,"""POPLATEK MESICNE""",941108,1007289
1523,2541,57,"""POPLATEK MESICNE""",941108,1007289
1524,4476,24,"""POPLATEK MESICNE""",941110,1007289
1525,2572,64,"""POPLATEK PO OBRATU""",941113,1007289
1526,2377,77,"""POPLATEK MESICNE""",941113,1007289
1527,1554,47,"""POPLATEK MESICNE""",941115,1007289
1528,5632,5,"""POPLATEK TYDNE""",941115,1007289
1529,940,37,"""POPLATEK MESICNE""",941115,1007289
1530,1583,69,"""POPLATEK PO OBRATU""",941117,1007289
1531,2218,19,"""POPLATEK MESICNE""",941121,1007289
1532,1708,22,"""POPLATEK MESICNE""",941121,1007289
1533,449,19,"""POPLATEK MESICNE""",941122,1007289
1534,2044,6,"""POPLATEK MESICNE""",941123,1007289
1535,11186,12,"""POPLATEK MESICNE""",941124,1007289
1536,29,7,"""POPLATEK MESICNE""",941124,1007289
1537,3752,1,"""POPLATEK MESICNE""",941125,1007289
1538,2028,7,"""POPLATEK TYDNE""",941126,1007289
1539,1294,71,"""POPLATEK MESICNE""",941127,1007289
1540,106,63,"""POPLATEK MESICNE""",941127,1007289
1541,2707,61,"""POPLATEK MESICNE""",941127,1007289
1542,2027,19,"""POPLATEK MESICNE""",941128,1007289
1543,3369,8,"""POPLATEK MESICNE""",941201,1007289
1544,9731,54,"""POPLATEK PO OBRATU""",941201,1007289
1545,1578,48,"""POPLATEK MESICNE""",941201,1007289
1546,8411,20,"""POPLATEK MESICNE""",941202,1007289
1547,1919,18,"""POPLATEK MESICNE""",941204,1007289
1548,1307,56,"""POPLATEK MESICNE""",941205,1007289
1549,2121,64,"""POPLATEK MESICNE""",941205,1007289
1550,1436,3,"""POPLATEK MESICNE""",941207,1007289
1551,3489,9,"""POPLATEK MESICNE""",941208,1007289
1552,3348,4,"""POPLATEK MESICNE""",941208,1007289
1553,2809,73,"""POPLATEK MESICNE""",941208,1007289
1554,3364,21,"""POPLATEK TYDNE""",941208,1007289
1555,2546,1,"""POPLATEK MESICNE""",941208,1007289
1556,2343,68,"""POPLATEK MESICNE""",941209,1007289
1557,594,54,"""POPLATEK MESICNE""",941209,1007289
1558,4434,41,"""POPLATEK MESICNE""",941209,1007289
1559,359,11,"""POPLATEK MESICNE""",941211,1007289
1560,3279,46,"""POPLATEK TYDNE""",941217,1007263
1561,1011,45,"""POPLATEK MESICNE""",941217,1007289
1562,8856,15,"""POPLATEK MESICNE""",941218,1007289
1563,2808,1,"""POPLATEK MESICNE""",941218,1007289
1564,5357,70,"""POPLATEK MESICNE""",941218,1007289
1565,775,1,"""POPLATEK MESICNE""",941218,1007289
1566,2524,1,"""POPLATEK MESICNE""",941219,1007289
1567,3903,58,"""POPLATEK MESICNE""",941219,1007289
1568,802,15,"""POPLATEK MESICNE""",941220,1007289
1569,3567,5,"""POPLATEK MESICNE""",941220,1007289
